title	other_names	desc	causes	percentages	related	related_p	tests	meds	ages	ages_freq	sex	sex_freq	race	race_freq
Antisocial behavior	"Also known as Avoiding people, Excessive shyness, Lying, Social isolation, and Withdrawal"	"Anti-social behaviour is behaviour that lacks consideration for others and may cause damage to the society, whether intentionally or through negligence. This is opposed to pro-social behaviour, which is behaviour that helps or benefits the society. Criminal and civil laws in various countries attempt to offer remedies for anti-social behaviour. Anti-social behaviour is labelled as such when it is deemed contrary to prevailing norms for social conduct. This encompasses a large spectrum of actions. Murder, rape, use of illegal substances, and a wide variety of activities are deemed anti-social behaviours. In addition to actions that oppose established law, anti-social actions also include activities that members of society Þnd objectionable even if they are legal, such as drunkenness and sexual promiscuity."	Drug abuse	9	Abnormal involuntary movements	31	Toxicology screen	Chlordiazepoxide	30-44 years	1.4x				
Antisocial behavior	"Also known as Avoiding people, Excessive shyness, Lying, Social isolation, and Withdrawal"	"Anti-social behaviour is behaviour that lacks consideration for others and may cause damage to the society, whether intentionally or through negligence. This is opposed to pro-social behaviour, which is behaviour that helps or benefits the society. Criminal and civil laws in various countries attempt to offer remedies for anti-social behaviour. Anti-social behaviour is labelled as such when it is deemed contrary to prevailing norms for social conduct. This encompasses a large spectrum of actions. Murder, rape, use of illegal substances, and a wide variety of activities are deemed anti-social behaviours. In addition to actions that oppose established law, anti-social actions also include activities that members of society Þnd objectionable even if they are legal, such as drunkenness and sexual promiscuity."			Abusing alcohol	56		Carbamazepine						
Antisocial behavior	"Also known as Avoiding people, Excessive shyness, Lying, Social isolation, and Withdrawal"	"Anti-social behaviour is behaviour that lacks consideration for others and may cause damage to the society, whether intentionally or through negligence. This is opposed to pro-social behaviour, which is behaviour that helps or benefits the society. Criminal and civil laws in various countries attempt to offer remedies for anti-social behaviour. Anti-social behaviour is labelled as such when it is deemed contrary to prevailing norms for social conduct. This encompasses a large spectrum of actions. Murder, rape, use of illegal substances, and a wide variety of activities are deemed anti-social behaviours. In addition to actions that oppose established law, anti-social actions also include activities that members of society Þnd objectionable even if they are legal, such as drunkenness and sexual promiscuity."			Excessive anger	27		Thiamine						
Antisocial behavior	"Also known as Avoiding people, Excessive shyness, Lying, Social isolation, and Withdrawal"	"Anti-social behaviour is behaviour that lacks consideration for others and may cause damage to the society, whether intentionally or through negligence. This is opposed to pro-social behaviour, which is behaviour that helps or benefits the society. Criminal and civil laws in various countries attempt to offer remedies for anti-social behaviour. Anti-social behaviour is labelled as such when it is deemed contrary to prevailing norms for social conduct. This encompasses a large spectrum of actions. Murder, rape, use of illegal substances, and a wide variety of activities are deemed anti-social behaviours. In addition to actions that oppose established law, anti-social actions also include activities that members of society Þnd objectionable even if they are legal, such as drunkenness and sexual promiscuity."			Depression	60		Buprenorphine (Suboxone)						
Antisocial behavior	"Also known as Avoiding people, Excessive shyness, Lying, Social isolation, and Withdrawal"	"Anti-social behaviour is behaviour that lacks consideration for others and may cause damage to the society, whether intentionally or through negligence. This is opposed to pro-social behaviour, which is behaviour that helps or benefits the society. Criminal and civil laws in various countries attempt to offer remedies for anti-social behaviour. Anti-social behaviour is labelled as such when it is deemed contrary to prevailing norms for social conduct. This encompasses a large spectrum of actions. Murder, rape, use of illegal substances, and a wide variety of activities are deemed anti-social behaviours. In addition to actions that oppose established law, anti-social actions also include activities that members of society Þnd objectionable even if they are legal, such as drunkenness and sexual promiscuity."			Sweating	27		Oxcarbazepine (Trileptal)						
Back pain	"Also known as Backache, Dorsal Pain, Dorsalgia, Dorsodynia, and Notalgia"	"Back pain is pain felt in the back that usually originates from the muscles, nerves, bones, joints or other structures in the spine."	Chronic pain disorder	14	Lower body pain	13	Intravenous fluid replacement	Methocarbamol	1-4 years	1.4x	Female	1.0x	Black	0.7x
Back pain	"Also known as Backache, Dorsal Pain, Dorsalgia, Dorsodynia, and Notalgia"	"Back pain is pain felt in the back that usually originates from the muscles, nerves, bones, joints or other structures in the spine."	Degenerative disc disease	3	Leg pain	25	Liver function tests (Liver test)	Orphenadrine (Flexon)	75+ years	0.3x	Male	1.0x	Hispanic	1.0x
Back pain	"Also known as Backache, Dorsal Pain, Dorsalgia, Dorsodynia, and Notalgia"	"Back pain is pain felt in the back that usually originates from the muscles, nerves, bones, joints or other structures in the spine."	Chronic back pain	4	Pain during pregnancy	28	Physical therapy exercises (Exercises)	Reteplase	30-44 years	0.9x			White	0.9x
Back pain	"Also known as Backache, Dorsal Pain, Dorsalgia, Dorsodynia, and Notalgia"	"Back pain is pain felt in the back that usually originates from the muscles, nerves, bones, joints or other structures in the spine."	Bruise	21	Sharp abdominal pain	48	X-ray computed tomography (Scan ct)	Cyclobenzaprine	5-14 years	1.5x			Other	1.1x
Back pain	"Also known as Backache, Dorsal Pain, Dorsalgia, Dorsodynia, and Notalgia"	"Back pain is pain felt in the back that usually originates from the muscles, nerves, bones, joints or other structures in the spine."	Sprain or strain	4	Neck pain	10	Magnetic resonance imaging (Mri)	Cisatracurium (Nimbex)	60-74 years	0.8x				
Back pain	"Also known as Backache, Dorsal Pain, Dorsalgia, Dorsodynia, and Notalgia"	"Back pain is pain felt in the back that usually originates from the muscles, nerves, bones, joints or other structures in the spine."	Lumbago	5	Back cramps or spasms	18	Radiographic imaging procedure	Oxandrolone	15-29 years	0.0x				
Back pain	"Also known as Backache, Dorsal Pain, Dorsalgia, Dorsodynia, and Notalgia"	"Back pain is pain felt in the back that usually originates from the muscles, nerves, bones, joints or other structures in the spine."	Spinal stenosis	6	Sharp chest pain	2	Plain x-ray (X ray)	Metaxalone (Skelaxin)	45-59 years	0.0x				
Back pain	"Also known as Backache, Dorsal Pain, Dorsalgia, Dorsodynia, and Notalgia"	"Back pain is pain felt in the back that usually originates from the muscles, nerves, bones, joints or other structures in the spine."	Urinary tract infection	17	Headache	2	Urinalysis	Choline	< 1 years	1.1x				
Back pain	"Also known as Backache, Dorsal Pain, Dorsalgia, Dorsodynia, and Notalgia"	"Back pain is pain felt in the back that usually originates from the muscles, nerves, bones, joints or other structures in the spine."			Back stiffness or tightness	38		Iopamidol (Isovue)						
Back pain	"Also known as Backache, Dorsal Pain, Dorsalgia, Dorsodynia, and Notalgia"	"Back pain is pain felt in the back that usually originates from the muscles, nerves, bones, joints or other structures in the spine."			Hip pain	26		Chlorzoxazone						
Diminished vision	"Also known as Blurred vision, Difficulty reading, Eyes won't focus, Can't see distances, Blurry vision, Seeing halos around light, Low vision, Impaired Vision, and Dim Vision"	Blurred vision is an ocular symptom.	Diabetes	3	Dizziness	55	Lens and cataract procedures	Gatifloxacin (Zymar)	5-14 years	0.1x	Male	1.0x	White	1.0x
Diminished vision	"Also known as Blurred vision, Difficulty reading, Eyes won't focus, Can't see distances, Blurry vision, Seeing halos around light, Low vision, Impaired Vision, and Dim Vision"	Blurred vision is an ocular symptom.	Macular degeneration	4	Eye burns or stings	5	X-ray computed tomography (Scan ct)	Dexamethasone-Tobramycin Ophthalmic	75+ years	2.1x	Female	1.0x	Other	1.0x
Diminished vision	"Also known as Blurred vision, Difficulty reading, Eyes won't focus, Can't see distances, Blurry vision, Seeing halos around light, Low vision, Impaired Vision, and Dim Vision"	Blurred vision is an ocular symptom.	Migraine	25	Foreign body sensation in eye	9	Ophthalmic examination and evaluation (Eye exam)	Bimatoprost Ophthalmic	15-29 years	0.1x			Hispanic	1.0x
Diminished vision	"Also known as Blurred vision, Difficulty reading, Eyes won't focus, Can't see distances, Blurry vision, Seeing halos around light, Low vision, Impaired Vision, and Dim Vision"	Blurred vision is an ocular symptom.	Chronic glaucoma	10	Double vision	12	CAT scan of head (Head ct)	Latanoprost	1-4 years	0.6x			Black	1.1x
Diminished vision	"Also known as Blurred vision, Difficulty reading, Eyes won't focus, Can't see distances, Blurry vision, Seeing halos around light, Low vision, Impaired Vision, and Dim Vision"	Blurred vision is an ocular symptom.	Diabetic retinopathy	5	Headache	9	Other intraocular therapeutic procedures	Travoprost (Travatan)	< 1 years	0.7x				
Diminished vision	"Also known as Blurred vision, Difficulty reading, Eyes won't focus, Can't see distances, Blurry vision, Seeing halos around light, Low vision, Impaired Vision, and Dim Vision"	Blurred vision is an ocular symptom.	Dry eye of unknown cause	7	Lacrimation	15	Magnetic resonance imaging (Mri)	Brimonidine Ophthalmic	60-74 years	0.5x				
