conditions	conditions-href	title	other_names	symps	percentages	test	ages	age_freq	sex	sex_freq	race	race_freq	meds
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"			Diagnostic procedures on nose; mouth and pharynx							
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"									0.7x	
Fungal infection of the skin	http://www.symcat.com/conditions/fungal-infection-of-the-skin	Fungal infection of the skin	"Also known as Dermatomycosis, Fungal Skin Disease, Cutaneous Mycosis, and Epidermomycosis"			Excision (Removal)							
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"		27								
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"										Dexlansoprazole (Dexilant)
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"										Dicyclomine
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"				15-29 years						
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"	Upper abdominal pain									
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"							0.6x			
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"	Vomiting									
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"					1.1x					
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"					1.4x					
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"		4								
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"	Lower body pain									
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"				5-14 years						
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"	Burning abdominal pain									
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"	Back pain									
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"				< 1 years						
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"	Heartburn									
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"	Sharp chest pain									
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"					0.0x					
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"		26								
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"			Kidney function tests (Kidney function test)							
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"									1.4x	
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"			Electrolytes panel							
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"		6								
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"		68								
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"				60-74 years						
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"					0.7x					
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"		28								
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"	Side pain									
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"						Male				
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"								Other		
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"			Glucose measurement (Glucose level)							
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"						Female				
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"										Arnica Topical
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"										Glycopyrrolate
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"		58								
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"	Nausea									
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"					1.3x					
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"									1.0x	
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"								Hispanic		
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"	Regurgitation									
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"										Cefotetan
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"				75+ years						
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"				30-44 years						
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"			Radiographic imaging procedure							
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"			Urinalysis							
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"					1.3x					
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"									0.7x	
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"		12								
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"		39								
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"		87								
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"								Black		
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"							1.3x			
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"	Sweating									
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"				1-4 years						
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"			Complete blood count (Cbc)							
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"			Hematologic tests (Blood test)							
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"			Intravenous fluid replacement							
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"	Sharp abdominal pain									
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"										Neostigmine
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"										Rocuronium
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"					0.0x					
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"										Deferasirox (Exjade)
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"										Nitrous Oxide
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"										Sevoflurane
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"		4								
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"				45-59 years						
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"					0.1x					
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"									1.4x	
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"		52								
Gallstone	http://www.symcat.com/conditions/gallstone	Gallstone	"Also known as Cholelithiasis, Gallstone Disease, and Calculus Of Gallbladder"								White		
Ganglion cyst	http://www.symcat.com/conditions/ganglion-cyst	Ganglion cyst	Also known as Synovial Cyst and Myxoid Cyst										Trolamine Salicylate Topical
Ganglion cyst	http://www.symcat.com/conditions/ganglion-cyst	Ganglion cyst	Also known as Synovial Cyst and Myxoid Cyst	Leg swelling									
Ganglion cyst	http://www.symcat.com/conditions/ganglion-cyst	Ganglion cyst	Also known as Synovial Cyst and Myxoid Cyst					1.5x					
Ganglion cyst	http://www.symcat.com/conditions/ganglion-cyst	Ganglion cyst	Also known as Synovial Cyst and Myxoid Cyst									0.9x	
Ganglion cyst	http://www.symcat.com/conditions/ganglion-cyst	Ganglion cyst	Also known as Synovial Cyst and Myxoid Cyst										Aluminum Sulfate Topical
Ganglion cyst	http://www.symcat.com/conditions/ganglion-cyst	Ganglion cyst	Also known as Synovial Cyst and Myxoid Cyst									1.0x	
Ganglion cyst	http://www.symcat.com/conditions/ganglion-cyst	Ganglion cyst	Also known as Synovial Cyst and Myxoid Cyst								Other		
Ganglion cyst	http://www.symcat.com/conditions/ganglion-cyst	Ganglion cyst	Also known as Synovial Cyst and Myxoid Cyst					0.8x					
Ganglion cyst	http://www.symcat.com/conditions/ganglion-cyst	Ganglion cyst	Also known as Synovial Cyst and Myxoid Cyst			Magnetic resonance imaging (Mri)							
Ganglion cyst	http://www.symcat.com/conditions/ganglion-cyst	Ganglion cyst	Also known as Synovial Cyst and Myxoid Cyst										Thrombin Topical
