title	other_names	desc	diseases	side_effects
Guaifenesin (Mucinex)	Also known as Mucinex	"Guaifenesin INN  or guaiphenesin (former BAN), also glyceryl guaiacolate, is an expectorant drug sold over the counter and usually taken orally to assist the bringing up (expectoration) of phlegm from the airways in acute respiratory tract infections."	Nasal congestion	
Guaifenesin (Mucinex)	Also known as Mucinex	"Guaifenesin INN  or guaiphenesin (former BAN), also glyceryl guaiacolate, is an expectorant drug sold over the counter and usually taken orally to assist the bringing up (expectoration) of phlegm from the airways in acute respiratory tract infections."	Chronic sinusitis	
Guaifenesin (Mucinex)	Also known as Mucinex	"Guaifenesin INN  or guaiphenesin (former BAN), also glyceryl guaiacolate, is an expectorant drug sold over the counter and usually taken orally to assist the bringing up (expectoration) of phlegm from the airways in acute respiratory tract infections."	Common cold	
Pioglitazone (Actos)	"Also known as Actoplus Met 15/850, Actoplus Met 15/500, Actoplus Met 15/1000, Actoplus Met 30/1000, Duetact 30/4, Duetact 30/2, and Actos"	"Pioglitazone is a prescription drug of the class thiazolidinedione (TZD) with hypoglycemic (antihyperglycemic, antidiabetic) action to treat diabetes. It is used to improve glucose control in adults over the age of 18 with type 2 diabetes. Pioglitazone is marketed as trademarks Actos in the USA, Canada, the UK and Germany, Glustin in Europe, Glizone and Pioz in India by Zydus Cadila and USV Limited, respectively and Zactos in Mexico by Takeda Pharmaceuticals. Actos was the tenth-best selling drug in the U.S. in 2008, with sales exceeding $2.4 billion. Its cardiovascular safety profile compares favorably with rosiglitazone (Avandia), which was withdrawn after concerns about an increased risk of cardiac events. However, pioglitazone has subsequently been found to be associated with bladder tumors and has been withdrawn in some countries."	West Nile virus	Heart attack (MI)
Pioglitazone (Actos)	"Also known as Actoplus Met 15/850, Actoplus Met 15/500, Actoplus Met 15/1000, Actoplus Met 30/1000, Duetact 30/4, Duetact 30/2, and Actos"	"Pioglitazone is a prescription drug of the class thiazolidinedione (TZD) with hypoglycemic (antihyperglycemic, antidiabetic) action to treat diabetes. It is used to improve glucose control in adults over the age of 18 with type 2 diabetes. Pioglitazone is marketed as trademarks Actos in the USA, Canada, the UK and Germany, Glustin in Europe, Glizone and Pioz in India by Zydus Cadila and USV Limited, respectively and Zactos in Mexico by Takeda Pharmaceuticals. Actos was the tenth-best selling drug in the U.S. in 2008, with sales exceeding $2.4 billion. Its cardiovascular safety profile compares favorably with rosiglitazone (Avandia), which was withdrawn after concerns about an increased risk of cardiac events. However, pioglitazone has subsequently been found to be associated with bladder tumors and has been withdrawn in some countries."	Folate deficiency	Back pain
Pioglitazone (Actos)	"Also known as Actoplus Met 15/850, Actoplus Met 15/500, Actoplus Met 15/1000, Actoplus Met 30/1000, Duetact 30/4, Duetact 30/2, and Actos"	"Pioglitazone is a prescription drug of the class thiazolidinedione (TZD) with hypoglycemic (antihyperglycemic, antidiabetic) action to treat diabetes. It is used to improve glucose control in adults over the age of 18 with type 2 diabetes. Pioglitazone is marketed as trademarks Actos in the USA, Canada, the UK and Germany, Glustin in Europe, Glizone and Pioz in India by Zydus Cadila and USV Limited, respectively and Zactos in Mexico by Takeda Pharmaceuticals. Actos was the tenth-best selling drug in the U.S. in 2008, with sales exceeding $2.4 billion. Its cardiovascular safety profile compares favorably with rosiglitazone (Avandia), which was withdrawn after concerns about an increased risk of cardiac events. However, pioglitazone has subsequently been found to be associated with bladder tumors and has been withdrawn in some countries."	Blastomycosis	Hypoglycemia
Pioglitazone (Actos)	"Also known as Actoplus Met 15/850, Actoplus Met 15/500, Actoplus Met 15/1000, Actoplus Met 30/1000, Duetact 30/4, Duetact 30/2, and Actos"	"Pioglitazone is a prescription drug of the class thiazolidinedione (TZD) with hypoglycemic (antihyperglycemic, antidiabetic) action to treat diabetes. It is used to improve glucose control in adults over the age of 18 with type 2 diabetes. Pioglitazone is marketed as trademarks Actos in the USA, Canada, the UK and Germany, Glustin in Europe, Glizone and Pioz in India by Zydus Cadila and USV Limited, respectively and Zactos in Mexico by Takeda Pharmaceuticals. Actos was the tenth-best selling drug in the U.S. in 2008, with sales exceeding $2.4 billion. Its cardiovascular safety profile compares favorably with rosiglitazone (Avandia), which was withdrawn after concerns about an increased risk of cardiac events. However, pioglitazone has subsequently been found to be associated with bladder tumors and has been withdrawn in some countries."	Diabetic kidney disease	Stroke
Pioglitazone (Actos)	"Also known as Actoplus Met 15/850, Actoplus Met 15/500, Actoplus Met 15/1000, Actoplus Met 30/1000, Duetact 30/4, Duetact 30/2, and Actos"	"Pioglitazone is a prescription drug of the class thiazolidinedione (TZD) with hypoglycemic (antihyperglycemic, antidiabetic) action to treat diabetes. It is used to improve glucose control in adults over the age of 18 with type 2 diabetes. Pioglitazone is marketed as trademarks Actos in the USA, Canada, the UK and Germany, Glustin in Europe, Glizone and Pioz in India by Zydus Cadila and USV Limited, respectively and Zactos in Mexico by Takeda Pharmaceuticals. Actos was the tenth-best selling drug in the U.S. in 2008, with sales exceeding $2.4 billion. Its cardiovascular safety profile compares favorably with rosiglitazone (Avandia), which was withdrawn after concerns about an increased risk of cardiac events. However, pioglitazone has subsequently been found to be associated with bladder tumors and has been withdrawn in some countries."	Diabetes	Heart failure
Pioglitazone (Actos)	"Also known as Actoplus Met 15/850, Actoplus Met 15/500, Actoplus Met 15/1000, Actoplus Met 30/1000, Duetact 30/4, Duetact 30/2, and Actos"	"Pioglitazone is a prescription drug of the class thiazolidinedione (TZD) with hypoglycemic (antihyperglycemic, antidiabetic) action to treat diabetes. It is used to improve glucose control in adults over the age of 18 with type 2 diabetes. Pioglitazone is marketed as trademarks Actos in the USA, Canada, the UK and Germany, Glustin in Europe, Glizone and Pioz in India by Zydus Cadila and USV Limited, respectively and Zactos in Mexico by Takeda Pharmaceuticals. Actos was the tenth-best selling drug in the U.S. in 2008, with sales exceeding $2.4 billion. Its cardiovascular safety profile compares favorably with rosiglitazone (Avandia), which was withdrawn after concerns about an increased risk of cardiac events. However, pioglitazone has subsequently been found to be associated with bladder tumors and has been withdrawn in some countries."	Pick disease	Chest pain
Pioglitazone (Actos)	"Also known as Actoplus Met 15/850, Actoplus Met 15/500, Actoplus Met 15/1000, Actoplus Met 30/1000, Duetact 30/4, Duetact 30/2, and Actos"	"Pioglitazone is a prescription drug of the class thiazolidinedione (TZD) with hypoglycemic (antihyperglycemic, antidiabetic) action to treat diabetes. It is used to improve glucose control in adults over the age of 18 with type 2 diabetes. Pioglitazone is marketed as trademarks Actos in the USA, Canada, the UK and Germany, Glustin in Europe, Glizone and Pioz in India by Zydus Cadila and USV Limited, respectively and Zactos in Mexico by Takeda Pharmaceuticals. Actos was the tenth-best selling drug in the U.S. in 2008, with sales exceeding $2.4 billion. Its cardiovascular safety profile compares favorably with rosiglitazone (Avandia), which was withdrawn after concerns about an increased risk of cardiac events. However, pioglitazone has subsequently been found to be associated with bladder tumors and has been withdrawn in some countries."	Rabies	Pain
Pioglitazone (Actos)	"Also known as Actoplus Met 15/850, Actoplus Met 15/500, Actoplus Met 15/1000, Actoplus Met 30/1000, Duetact 30/4, Duetact 30/2, and Actos"	"Pioglitazone is a prescription drug of the class thiazolidinedione (TZD) with hypoglycemic (antihyperglycemic, antidiabetic) action to treat diabetes. It is used to improve glucose control in adults over the age of 18 with type 2 diabetes. Pioglitazone is marketed as trademarks Actos in the USA, Canada, the UK and Germany, Glustin in Europe, Glizone and Pioz in India by Zydus Cadila and USV Limited, respectively and Zactos in Mexico by Takeda Pharmaceuticals. Actos was the tenth-best selling drug in the U.S. in 2008, with sales exceeding $2.4 billion. Its cardiovascular safety profile compares favorably with rosiglitazone (Avandia), which was withdrawn after concerns about an increased risk of cardiac events. However, pioglitazone has subsequently been found to be associated with bladder tumors and has been withdrawn in some countries."	Benign kidney cyst	
Vancomycin	"Also known as Vancocin, Lyphocin, Vancocin Cp, and Vancoled"	"Vancomycin INN  is a glycopeptide antibiotic used in the prophylaxis and treatment of infections caused by Gram-positive bacteria. Vancomycin was first isolated in 1953 at Eli Lilly, from a soil sample collected from the interior jungles of Borneo by a missionary. It is a naturally occurring antibiotic made by the soil bacterium Actinobacteria species Amycolatopsis orientalis (formerly designated Nocardia orientalis). It is a complex chemical compound and an example of a comparatively rare haloorganic natural compound, containing two covalently bonded chlorine atoms."	Pyogenic skin infection	
