meds	meds-href	title	other_names	desc	diseases	side_effects
Atropine	http://www.symcat.com/medications/atropine	Atropine (Uaa)	"Also known as Lomotil, Isopto Atropine, Donnatal, Antispas, Antrocol, Atrohist Plus, Atropine-Care, Atropisol, Atrosept, and Barbidonna"	"Atropine is a naturally occurring tropane alkaloid extracted from deadly nightshade (Atropa belladonna), Jimson weed (Datura stramonium), mandrake (Mandragora officinarum) and other plants of the family Solanaceae. It is a secondary metabolite of these plants and serves as a drug with a wide variety of effects."	Pain in eye	
Fenofibrate	http://www.symcat.com/medications/fenofibrate	Fenofibrate (Tricor)	Also known as Tricor and Lofibra	"Fenofibrate (Abbott's Tricor) is a drug of the fibrate class. It is mainly used to reduce cholesterol levels in patients at risk of cardiovascular disease. Like other fibrates, it reduces both low-density lipoprotein (LDL) and very low density lipoprotein (VLDL) levels, as well as increasing high-density lipoprotein (HDL) levels and reducing triglycerides level. It is used alone or in conjunction with statins in the treatment of hypercholesterolemia and hypertriglyceridemia."	Muscular dystrophy	
Desloratadine	http://www.symcat.com/medications/desloratadine	Desloratadine (Clarinex)	Also known as Clarinex	"Desloratadine is a drug used to treat allergies. It is marketed under several trade names such as NeoClarityn, Claramax, Clarinex, Larinex, Aerius, Dazit, Azomyr, Deselex and Delot. It is an active metabolite of loratadine, which is also on the market."		Fatigue
Timolol	http://www.symcat.com/medications/timolol	Timolol	Also known as Blocadren and Betimol	"Timolol maleate is a non-selective beta-adrenergic receptor antagonist indicated for treating glaucoma, heart attacks and hypertension."		Chest pain
Oxcarbazepine	http://www.symcat.com/medications/oxcarbazepine	Oxcarbazepine (Trileptal)	Also known as Trileptal	"Oxcarbazepine (ox-kar-BAZ-ih-peen) is an anticonvulsant and mood stabilizing drug, used primarily in the treatment of epilepsy. It is also used to treat anxiety and mood disorders, and benign motor tics. Oxcarbazepine is marketed as Trileptal by Novartis and available in some countries as a generic drug."		Back pain
Olanzapine	http://www.symcat.com/medications/olanzapine	Olanzapine (Zyprexa)	Also known as Zyprexa	"Olanzapine (trade name Zyprexa or in combination with fluoxetine Symbyax) is an atypical antipsychotic, approved by the U.S. Food and Drug Administration (FDA) for the treatment of schizophrenia and bipolar disorder. Olanzapine is structurally similar to clozapine, but is classified as a thienobenzodiazepine. The olanzapine formulations are manufactured and marketed by the pharmaceutical company Eli Lilly and Company; the drug went generic in 2011. Sales of Zyprexa in 2008 were $2.2B in the US alone, and $4.7B in total."	Psychotic disorder	
Pregabalin	http://www.symcat.com/medications/pregabalin	Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."		Disturbance of memory
Citalopram	http://www.symcat.com/medications/citalopram	Citalopram (Celexa)	Also known as Celexa	"Citalopram (/sa__tæl_præm/; brand names: Celexa, Cipramil) is an antidepressant drug of the selective serotonin reuptake inhibitor (SSRI) class. It has U.S. Food and Drug Administration (FDA) approval to treat major depression, and is prescribed off-label for other conditions."		Joint pain
Insulin	http://www.symcat.com/medications/insulin	Insulin	"Also known as Insulin, Regular, Humulin R, and Novolin R"	"Insulin is a peptide hormone, produced by beta cells of the pancreas, and is central to regulating carbohydrate and fat metabolism in the body. Insulin causes cells in the liver, skeletal muscles, and fat tissue to absorb glucose from the blood. In the liver and skeletal muscles, glucose is stored as glycogen, and in fat cells (adipocytes) it is stored as triglycerides."	Diabetic retinopathy	
Carisoprodol	http://www.symcat.com/medications/carisoprodol	Carisoprodol (Soma)	Also known as Soma	"Carisoprodol is a centrally acting skeletal muscle relaxant. It is slightly soluble in water and freely soluble in alcohol, chloroform and acetone. The drug's solubility is practically independent of pH. Carisoprodol is manufactured and marketed in the United States by Meda Pharmaceuticals under the brand name Soma, and in the United Kingdom and other countries under the brand names Sanoma and Carisoma. The drug is available by itself or mixed with aspirin, and in one preparation with codeine and caffeine, as well."	Spinal stenosis	
Tacrolimus	http://www.symcat.com/medications/tacrolimus	Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Anemia
Tacrolimus	http://www.symcat.com/medications/tacrolimus	Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Chickenpox
Indomethacin	http://www.symcat.com/medications/indomethacin	Indomethacin	Also known as Indocin	"Indometacin (INN) or indomethacin (USAN and former BAN) is a non-steroidal anti-inflammatory drug (NSAID) commonly used as a prescription medication to reduce fever, pain, stiffness, and swelling. It works by inhibiting the production of prostaglandins, molecules known to cause these symptoms. It is marketed under more than seventy different trade names."		
Latanoprost	http://www.symcat.com/medications/latanoprost	Latanoprost	Also known as Xalatan	Latanoprost  ophthalmic solution is a topical medication used for controlling the progression of glaucoma or ocular hypertension by reducing intraocular pressure. It is a prostaglandin analogue (more specifically an analogue of prostaglandin F2_) that works by increasing the outflow of aqueous fluid from the eyes (through the uvealsclearal tract).	Chronic glaucoma	
Clonidine	http://www.symcat.com/medications/clonidine	Clonidine	"Also known as Clorpres 0.1/15, Clorpres 0.2/15, Clorpres 0.3/15, Combipres 0.1/15, Combipres 0.2/15, Combipres 0.3/15, Dixarit, Catapres, Catapres-Tts-1, and Catapres-Tts-2"	"Clonidine (trade name Kapvay or Nexiclon) is a sympatholytic medication used to treat high blood pressure, ADHD, anxiety/panic disorder, and certain pain conditions. It is classified as a centrally acting _2 adrenergic agonist. An alternative hypothesis that has been proposed is that clonidine acts centrally as an imidazoline receptor agonist."	Drug withdrawal	
Tizanidine	http://www.symcat.com/medications/tizanidine	Tizanidine	Also known as Zanaflex	"Tizanidine (trade names Zanaflex, Sirdalud) is a drug that is used as a muscle relaxant. It is a centrally acting _2 adrenergic agonist. It is used to treat the spasms, cramping, and tightness of muscles caused by medical problems such as multiple sclerosis, ALS, spastic diplegia, back pain, or certain other injuries to the spine or central nervous system. It is also prescribed off-label for migraine headaches, as a sleep aid, and as an anticonvulsant. It is also prescribed for some symptoms of fibromyalgia."	Herniated disk	
Doxycycline	http://www.symcat.com/medications/doxycycline	Doxycycline	"Also known as Cyclodox, Demix, Doxylar, Nordox, Ramysis, Vibramycin Acne Pack, Vibramycin, Doryx, Doxy Lemmon, and Doxy-Caps"	"Doxycycline is a member of the tetracycline antibiotics group, and is commonly used to treat a variety of infections. Doxycycline is a semisynthetic tetracycline invented and clinically developed in the early 1960s by Pfizer Inc. and marketed under the brand name Vibramycin. Vibramycin received US Food and Drug Administration approval in 1967,. Other brand names include Monodox, Microdox, Periostat, Vibra-Tabs, Oracea, Doryx, Vibrox, Adoxa, Doxyhexal, Doxylin, Doxoral, Doxy-1 and Atridox (topical doxycycline hyclate for periodontitis)."		Flu
Pantoprazole	http://www.symcat.com/medications/pantoprazole	Pantoprazole	"Also known as Protium Brand Of Pantoprazole Sodium, Protium I.V, and Protonix"	"Pantoprazole (sold under various brand names including Somac, Tecta, Pantoloc, Controloc, Protium, Protonix, Pantecta, Pantoheal, Pantpas, Ppi-40, and Neoppi) is a proton pump inhibitor drug that inhibits gastric acid secretion."	Esophagitis	
Levofloxacin	http://www.symcat.com/medications/levofloxacin	Levofloxacin (Levaquin)	Also known as Levaquin and Quixin	"Levofloxacin (Levaquin (U.S.), Tavanic (E.U.), and others) is a broad spectrum antibiotic of the fluoroquinolone drug class. Its spectrum of activity includes most strains of bacterial pathogens responsible for respiratory, urinary tract, gastrointestinal, and abdominal infections, including Gram-(-) (Escherichia coli, Haemophilus influenzae, Klebsiella pneumoniae, Legionella pneumophila, Moraxella catarrhalis, Proteus mirabilis, and Pseudomonas aeruginosa), Gram-(+) (methicillin-sensitive but not methicillin-resistant Staphylococcus aureus, Streptococcus pneumoniae, Staphylococcus epidermidis, Enterococcus faecalis, and Streptococcus pyogenes), and atypical bacterial pathogens (Chlamydophila pneumoniae and Mycoplasma pneumoniae). Levofloxacin and other fluoroquinolones are valued for this broad spectrum of activity, excellent tissue penetration, and for their availability in both oral and intravenous formulations. (Many antibacterials used in serious infections must be dosed intravenously.) Levaquin is used alone or in combination with other antibacterial drugs to treat certain bacterial infections including pneumonia, urinary tract infections, and abdominal infections."	Sepsis	
Atenolol	http://www.symcat.com/medications/atenolol	Atenolol	"Also known as Antipressan, Atenix, Atenixco, Tenchlor, Tenormin, Totamol, Totaretic, Senormin, Tenoretic 100, and Tenoretic 50"	"Atenolol is a selective _1 receptor antagonist, a drug belonging to the group of beta blockers (sometimes written _-blockers), a class of drugs used primarily in cardiovascular diseases. Introduced in 1976, atenolol was developed as a replacement for propranolol in the treatment of hypertension. The chemical works by slowing down the heart and reducing its workload. Unlike propranolol, atenolol does not pass through the blood–brain barrier thus avoiding various central nervous system side effects."	Blastomycosis	
Risedronate	http://www.symcat.com/medications/risedronate	Risedronate (Actonel)	Also known as Actonel	"Risedronic acid (INN) or risedronate sodium (USAN) is a bisphosphonate used to strengthen bone, treat or prevent osteoporosis, and treat Paget's disease of bone. It is produced and marketed by Warner Chilcott, Sanofi-Aventis, and in Japan by Takeda under the trade names Actonel, Atelvia, and Benet. It is also available in a preparation that includes a calcium carbonate supplement, as Actonel with Calcium."		Cough
Clonidine	http://www.symcat.com/medications/clonidine	Clonidine	"Also known as Clorpres 0.1/15, Clorpres 0.2/15, Clorpres 0.3/15, Combipres 0.1/15, Combipres 0.2/15, Combipres 0.3/15, Dixarit, Catapres, Catapres-Tts-1, and Catapres-Tts-2"	"Clonidine (trade name Kapvay or Nexiclon) is a sympatholytic medication used to treat high blood pressure, ADHD, anxiety/panic disorder, and certain pain conditions. It is classified as a centrally acting _2 adrenergic agonist. An alternative hypothesis that has been proposed is that clonidine acts centrally as an imidazoline receptor agonist."	Asperger syndrome	
